folder,group,type,prefix,tier,item_key,new_filename,new_relative_path,estimated_old_filename,note
Amulets,Accessories,Amulet,accessory_amulet,t13,platinumainsignia,accessory_amulet_t13_platinumainsignia.png,src/assets/Items/Amulets/accessory_amulet_t13_platinumainsignia.png,t13_platinumainsignia.png,
Amulets,Accessories,Amulet,accessory_amulet,t13,titania_timepiece,accessory_amulet_t13_titania_timepiece.png,src/assets/Items/Amulets/accessory_amulet_t13_titania_timepiece.png,t13_titania_timepiece.png,
Amulets,Accessories,Amulet,accessory_amulet,t14,goldmedal,accessory_amulet_t14_goldmedal.png,src/assets/Items/Amulets/accessory_amulet_t14_goldmedal.png,t14_goldmedal.png,
Amulets,Accessories,Amulet,accessory_amulet,t14,might_earth,accessory_amulet_t14_might_earth.png,src/assets/Items/Amulets/accessory_amulet_t14_might_earth.png,t14_might_earth.png,
Amulets,Accessories,Amulet,accessory_amulet,t14,star_show,accessory_amulet_t14_star_show.png,src/assets/Items/Amulets/accessory_amulet_t14_star_show.png,t14_star_show.png,
Amulets,Accessories,Amulet,accessory_amulet,t14,titania_heart,accessory_amulet_t14_titania_heart.png,src/assets/Items/Amulets/accessory_amulet_t14_titania_heart.png,t14_titania_heart.png,
Amulets,Accessories,Amulet,accessory_amulet,t14,torc_peace,accessory_amulet_t14_torc_peace.png,src/assets/Items/Amulets/accessory_amulet_t14_torc_peace.png,t14_torc_peace.png,
Amulets,Accessories,Amulet,accessory_amulet,t15,malady_amulet,accessory_amulet_t15_malady_amulet.png,src/assets/Items/Amulets/accessory_amulet_t15_malady_amulet.png,t15_malady_amulet.png,
Amulets,Accessories,Amulet,accessory_amulet,t15,pureheartbarrette,accessory_amulet_t15_pureheartbarrette.png,src/assets/Items/Amulets/accessory_amulet_t15_pureheartbarrette.png,t15_pureheartbarrette.png,
Amulets,Accessories,Amulet,accessory_amulet,t15,quadforce,accessory_amulet_t15_quadforce.png,src/assets/Items/Amulets/accessory_amulet_t15_quadforce.png,t15_quadforce.png,
Amulets,Accessories,Amulet,accessory_amulet,t15,trophy_fangs,accessory_amulet_t15_trophy_fangs.png,src/assets/Items/Amulets/accessory_amulet_t15_trophy_fangs.png,t15_trophy_fangs.png,
Amulets,Accessories,Amulet,accessory_amulet,t15,zephyr_dampener,accessory_amulet_t15_zephyr_dampener.png,src/assets/Items/Amulets/accessory_amulet_t15_zephyr_dampener.png,t15_zephyr_dampener.png,
Amulets,Accessories,Amulet,accessory_amulet,t16,fellspectator,accessory_amulet_t16_fellspectator.png,src/assets/Items/Amulets/accessory_amulet_t16_fellspectator.png,t16_fellspectator.png,
Amulets,Accessories,Amulet,accessory_amulet,t16,universaltranslator,accessory_amulet_t16_universaltranslator.png,src/assets/Items/Amulets/accessory_amulet_t16_universaltranslator.png,t16_universaltranslator.png,
Amulets,Accessories,Amulet,accessory_amulet,t2,pendant,accessory_amulet_t2_pendant.png,src/assets/Items/Amulets/accessory_amulet_t2_pendant.png,t2_pendant.png,
Amulets,Accessories,Amulet,accessory_amulet,t3,ironbond,accessory_amulet_t3_ironbond.png,src/assets/Items/Amulets/accessory_amulet_t3_ironbond.png,t3_ironbond.png,
Amulets,Accessories,Amulet,accessory_amulet,t3,mundraamulet,accessory_amulet_t3_mundraamulet.png,src/assets/Items/Amulets/accessory_amulet_t3_mundraamulet.png,t3_mundraamulet.png,
Amulets,Accessories,Amulet,accessory_amulet,t4,eclipseamulet,accessory_amulet_t4_eclipseamulet.png,src/assets/Items/Amulets/accessory_amulet_t4_eclipseamulet.png,t4_eclipseamulet.png,
Amulets,Accessories,Amulet,accessory_amulet,t4,medal,accessory_amulet_t4_medal.png,src/assets/Items/Amulets/accessory_amulet_t4_medal.png,t4_medal.png,
Amulets,Accessories,Amulet,accessory_amulet,t4,sunpendant,accessory_amulet_t4_sunpendant.png,src/assets/Items/Amulets/accessory_amulet_t4_sunpendant.png,t4_sunpendant.png,
Amulets,Accessories,Amulet,accessory_amulet,t5,luckymedallion,accessory_amulet_t5_luckymedallion.png,src/assets/Items/Amulets/accessory_amulet_t5_luckymedallion.png,t5_luckymedallion.png,
Amulets,Accessories,Amulet,accessory_amulet,t5,luxuriouscharm,accessory_amulet_t5_luxuriouscharm.png,src/assets/Items/Amulets/accessory_amulet_t5_luxuriouscharm.png,t5_luxuriouscharm.png,
Amulets,Accessories,Amulet,accessory_amulet,t5,noblechain,accessory_amulet_t5_noblechain.png,src/assets/Items/Amulets/accessory_amulet_t5_noblechain.png,t5_noblechain.png,
Amulets,Accessories,Amulet,accessory_amulet,t6,convenientpendant,accessory_amulet_t6_convenientpendant.png,src/assets/Items/Amulets/accessory_amulet_t6_convenientpendant.png,t6_convenientpendant.png,
Amulets,Accessories,Amulet,accessory_amulet,t6,holysymbol,accessory_amulet_t6_holysymbol.png,src/assets/Items/Amulets/accessory_amulet_t6_holysymbol.png,t6_holysymbol.png,
Amulets,Accessories,Amulet,accessory_amulet,t6,trinket_fifth,accessory_amulet_t6_trinket_fifth.png,src/assets/Items/Amulets/accessory_amulet_t6_trinket_fifth.png,t6_trinket_fifth.png,
Amulets,Accessories,Amulet,accessory_amulet,t7,dreamcatcher,accessory_amulet_t7_dreamcatcher.png,src/assets/Items/Amulets/accessory_amulet_t7_dreamcatcher.png,t7_dreamcatcher.png,
Amulets,Accessories,Amulet,accessory_amulet,t7,magictimepiece,accessory_amulet_t7_magictimepiece.png,src/assets/Items/Amulets/accessory_amulet_t7_magictimepiece.png,t7_magictimepiece.png,
Amulets,Accessories,Amulet,accessory_amulet,t7,prayerbeads,accessory_amulet_t7_prayerbeads.png,src/assets/Items/Amulets/accessory_amulet_t7_prayerbeads.png,t7_prayerbeads.png,
Amulets,Accessories,Amulet,accessory_amulet,t7,titaniumtorc,accessory_amulet_t7_titaniumtorc.png,src/assets/Items/Amulets/accessory_amulet_t7_titaniumtorc.png,t7_titaniumtorc.png,
Amulets,Accessories,Amulet,accessory_amulet,t8,archivistglasses,accessory_amulet_t8_archivistglasses.png,src/assets/Items/Amulets/accessory_amulet_t8_archivistglasses.png,t8_archivistglasses.png,
Amulets,Accessories,Amulet,accessory_amulet,t8,chronotimekeeper,accessory_amulet_t8_chronotimekeeper.png,src/assets/Items/Amulets/accessory_amulet_t8_chronotimekeeper.png,t8_chronotimekeeper.png,
Amulets,Accessories,Amulet,accessory_amulet,t8,dragonsoulpendant,accessory_amulet_t8_dragonsoulpendant.png,src/assets/Items/Amulets/accessory_amulet_t8_dragonsoulpendant.png,t8_dragonsoulpendant.png,
Amulets,Accessories,Amulet,accessory_amulet,t8,magatama,accessory_amulet_t8_magatama.png,src/assets/Items/Amulets/accessory_amulet_t8_magatama.png,t8_magatama.png,
Amulets,Accessories,Amulet,accessory_amulet,t9,pet_portable,accessory_amulet_t9_pet_portable.png,src/assets/Items/Amulets/accessory_amulet_t9_pet_portable.png,t9_pet_portable.png,
Amulets,Accessories,Amulet,accessory_amulet,t9,phylactery,accessory_amulet_t9_phylactery.png,src/assets/Items/Amulets/accessory_amulet_t9_phylactery.png,t9_phylactery.png,
Amulets,Accessories,Amulet,accessory_amulet,t9,ursatotem,accessory_amulet_t9_ursatotem.png,src/assets/Items/Amulets/accessory_amulet_t9_ursatotem.png,t9_ursatotem.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t10,aura_winds,accessory_aurasong_t10_aura_winds.png,src/assets/Items/Aurasongs/accessory_aurasong_t10_aura_winds.png,t10_aura_winds.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t11,aura_love,accessory_aurasong_t11_aura_love.png,src/assets/Items/Aurasongs/accessory_aurasong_t11_aura_love.png,t11_aura_love.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t12,aura_power,accessory_aurasong_t12_aura_power.png,src/assets/Items/Aurasongs/accessory_aurasong_t12_aura_power.png,t12_aura_power.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t13,aura_wonder,accessory_aurasong_t13_aura_wonder.png,src/assets/Items/Aurasongs/accessory_aurasong_t13_aura_wonder.png,t13_aura_wonder.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t13,prismaticaura,accessory_aurasong_t13_prismaticaura.png,src/assets/Items/Aurasongs/accessory_aurasong_t13_prismaticaura.png,t13_prismaticaura.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t14,aura_storms,accessory_aurasong_t14_aura_storms.png,src/assets/Items/Aurasongs/accessory_aurasong_t14_aura_storms.png,t14_aura_storms.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t14,aura_victory,accessory_aurasong_t14_aura_victory.png,src/assets/Items/Aurasongs/accessory_aurasong_t14_aura_victory.png,t14_aura_victory.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t15,aura_inspiration,accessory_aurasong_t15_aura_inspiration.png,src/assets/Items/Aurasongs/accessory_aurasong_t15_aura_inspiration.png,t15_aura_inspiration.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t15,aura_transmutation,accessory_aurasong_t15_aura_transmutation.png,src/assets/Items/Aurasongs/accessory_aurasong_t15_aura_transmutation.png,t15_aura_transmutation.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t15,auraassistant,accessory_aurasong_t15_auraassistant.png,src/assets/Items/Aurasongs/accessory_aurasong_t15_auraassistant.png,t15_auraassistant.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t15,platinumaura,accessory_aurasong_t15_platinumaura.png,src/assets/Items/Aurasongs/accessory_aurasong_t15_platinumaura.png,t15_platinumaura.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t16,aurareactor,accessory_aurasong_t16_aurareactor.png,src/assets/Items/Aurasongs/accessory_aurasong_t16_aurareactor.png,t16_aurareactor.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t3,gleamingaura,accessory_aurasong_t3_gleamingaura.png,src/assets/Items/Aurasongs/accessory_aurasong_t3_gleamingaura.png,t3_gleamingaura.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t4,aura_rains,accessory_aurasong_t4_aura_rains.png,src/assets/Items/Aurasongs/accessory_aurasong_t4_aura_rains.png,t4_aura_rains.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t5,aura_quakes,accessory_aurasong_t5_aura_quakes.png,src/assets/Items/Aurasongs/accessory_aurasong_t5_aura_quakes.png,t5_aura_quakes.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t6,aura_growth,accessory_aurasong_t6_aura_growth.png,src/assets/Items/Aurasongs/accessory_aurasong_t6_aura_growth.png,t6_aura_growth.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t7,aura_flames,accessory_aurasong_t7_aura_flames.png,src/assets/Items/Aurasongs/accessory_aurasong_t7_aura_flames.png,t7_aura_flames.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t7,aura_sands,accessory_aurasong_t7_aura_sands.png,src/assets/Items/Aurasongs/accessory_aurasong_t7_aura_sands.png,t7_aura_sands.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t8,aura_malice,accessory_aurasong_t8_aura_malice.png,src/assets/Items/Aurasongs/accessory_aurasong_t8_aura_malice.png,t8_aura_malice.png,
Aurasongs,Accessories,Aurasong,accessory_aurasong,t9,aura_sparks,accessory_aurasong_t9_aura_sparks.png,src/assets/Items/Aurasongs/accessory_aurasong_t9_aura_sparks.png,t9_aura_sparks.png,
Axes,Weapons,Axe,weapon_axe,,aegiraxe,weapon_axe_aegiraxe.png,src/assets/Items/Axes/weapon_axe_aegiraxe.png,aegiraxe.png,
Axes,Weapons,Axe,weapon_axe,,artifactaxe,weapon_axe_artifactaxe.png,src/assets/Items/Axes/weapon_axe_artifactaxe.png,artifactaxe.png,
Axes,Weapons,Axe,weapon_axe,,battleaxe,weapon_axe_battleaxe.png,src/assets/Items/Axes/weapon_axe_battleaxe.png,battleaxe.png,
Axes,Weapons,Axe,weapon_axe,,beeaxe,weapon_axe_beeaxe.png,src/assets/Items/Axes/weapon_axe_beeaxe.png,beeaxe.png,
Axes,Weapons,Axe,weapon_axe,,birdaxe,weapon_axe_birdaxe.png,src/assets/Items/Axes/weapon_axe_birdaxe.png,birdaxe.png,
Axes,Weapons,Axe,weapon_axe,,boysaxe,weapon_axe_boysaxe.png,src/assets/Items/Axes/weapon_axe_boysaxe.png,boysaxe.png,
Axes,Weapons,Axe,weapon_axe,,castleaxe,weapon_axe_castleaxe.png,src/assets/Items/Axes/weapon_axe_castleaxe.png,castleaxe.png,
Axes,Weapons,Axe,weapon_axe,,chessaxe,weapon_axe_chessaxe.png,src/assets/Items/Axes/weapon_axe_chessaxe.png,chessaxe.png,
Axes,Weapons,Axe,weapon_axe,,cincoaxe2020,weapon_axe_cincoaxe2020.png,src/assets/Items/Axes/weapon_axe_cincoaxe2020.png,cincoaxe2020.png,
Axes,Weapons,Axe,weapon_axe,,coupleaxe,weapon_axe_coupleaxe.png,src/assets/Items/Axes/weapon_axe_coupleaxe.png,coupleaxe.png,
Axes,Weapons,Axe,weapon_axe,,crescentaxe,weapon_axe_crescentaxe.png,src/assets/Items/Axes/weapon_axe_crescentaxe.png,crescentaxe.png,
Axes,Weapons,Axe,weapon_axe,,demigodaxe,weapon_axe_demigodaxe.png,src/assets/Items/Axes/weapon_axe_demigodaxe.png,demigodaxe.png,
Axes,Weapons,Axe,weapon_axe,,demonaxe,weapon_axe_demonaxe.png,src/assets/Items/Axes/weapon_axe_demonaxe.png,demonaxe.png,
Axes,Weapons,Axe,weapon_axe,,dieselpunkaxe,weapon_axe_dieselpunkaxe.png,src/assets/Items/Axes/weapon_axe_dieselpunkaxe.png,dieselpunkaxe.png,
Axes,Weapons,Axe,weapon_axe,,dinoaxe,weapon_axe_dinoaxe.png,src/assets/Items/Axes/weapon_axe_dinoaxe.png,dinoaxe.png,
Axes,Weapons,Axe,weapon_axe,,doublebitted,weapon_axe_doublebitted.png,src/assets/Items/Axes/weapon_axe_doublebitted.png,doublebitted.png,
Axes,Weapons,Axe,weapon_axe,,egyptaxe,weapon_axe_egyptaxe.png,src/assets/Items/Axes/weapon_axe_egyptaxe.png,egyptaxe.png,
Axes,Weapons,Axe,weapon_axe,,elysiumaxe,weapon_axe_elysiumaxe.png,src/assets/Items/Axes/weapon_axe_elysiumaxe.png,elysiumaxe.png,
Axes,Weapons,Axe,weapon_axe,,epicaxe,weapon_axe_epicaxe.png,src/assets/Items/Axes/weapon_axe_epicaxe.png,epicaxe.png,
Axes,Weapons,Axe,weapon_axe,,executioner,weapon_axe_executioner.png,src/assets/Items/Axes/weapon_axe_executioner.png,executioner.png,
Axes,Weapons,Axe,weapon_axe,,exploreraxe,weapon_axe_exploreraxe.png,src/assets/Items/Axes/weapon_axe_exploreraxe.png,exploreraxe.png,
Axes,Weapons,Axe,weapon_axe,,fallaxe,weapon_axe_fallaxe.png,src/assets/Items/Axes/weapon_axe_fallaxe.png,fallaxe.png,
Axes,Weapons,Axe,weapon_axe,,firecrabaxe,weapon_axe_firecrabaxe.png,src/assets/Items/Axes/weapon_axe_firecrabaxe.png,firecrabaxe.png,
Axes,Weapons,Axe,weapon_axe,,frogaxe,weapon_axe_frogaxe.png,src/assets/Items/Axes/weapon_axe_frogaxe.png,frogaxe.png,
Axes,Weapons,Axe,weapon_axe,,goldaxe,weapon_axe_goldaxe.png,src/assets/Items/Axes/weapon_axe_goldaxe.png,goldaxe.png,
Axes,Weapons,Axe,weapon_axe,,gothicaxe,weapon_axe_gothicaxe.png,src/assets/Items/Axes/weapon_axe_gothicaxe.png,gothicaxe.png,
Axes,Weapons,Axe,weapon_axe,,grottoaxe,weapon_axe_grottoaxe.png,src/assets/Items/Axes/weapon_axe_grottoaxe.png,grottoaxe.png,
Axes,Weapons,Axe,weapon_axe,,halberd,weapon_axe_halberd.png,src/assets/Items/Axes/weapon_axe_halberd.png,halberd.png,
Axes,Weapons,Axe,weapon_axe,,hatchet,weapon_axe_hatchet.png,src/assets/Items/Axes/weapon_axe_hatchet.png,hatchet.png,
Axes,Weapons,Axe,weapon_axe,,krampusaxe,weapon_axe_krampusaxe.png,src/assets/Items/Axes/weapon_axe_krampusaxe.png,krampusaxe.png,
Axes,Weapons,Axe,weapon_axe,,lucky7axe,weapon_axe_lucky7axe.png,src/assets/Items/Axes/weapon_axe_lucky7axe.png,lucky7axe.png,
Axes,Weapons,Axe,weapon_axe,,lunaraxe,weapon_axe_lunaraxe.png,src/assets/Items/Axes/weapon_axe_lunaraxe.png,lunaraxe.png,
Axes,Weapons,Axe,weapon_axe,,lunaraxe2,weapon_axe_lunaraxe2.png,src/assets/Items/Axes/weapon_axe_lunaraxe2.png,lunaraxe2.png,
Axes,Weapons,Axe,weapon_axe,,manticoreaxe,weapon_axe_manticoreaxe.png,src/assets/Items/Axes/weapon_axe_manticoreaxe.png,manticoreaxe.png,
Axes,Weapons,Axe,weapon_axe,,platinumaxe,weapon_axe_platinumaxe.png,src/assets/Items/Axes/weapon_axe_platinumaxe.png,platinumaxe.png,
Axes,Weapons,Axe,weapon_axe,,pyramidaxe,weapon_axe_pyramidaxe.png,src/assets/Items/Axes/weapon_axe_pyramidaxe.png,pyramidaxe.png,
Axes,Weapons,Axe,weapon_axe,,raideraxe,weapon_axe_raideraxe.png,src/assets/Items/Axes/weapon_axe_raideraxe.png,raideraxe.png,
Axes,Weapons,Axe,weapon_axe,,snowaxe,weapon_axe_snowaxe.png,src/assets/Items/Axes/weapon_axe_snowaxe.png,snowaxe.png,
Axes,Weapons,Axe,weapon_axe,,spellbladeaxe,weapon_axe_spellbladeaxe.png,src/assets/Items/Axes/weapon_axe_spellbladeaxe.png,spellbladeaxe.png,
Axes,Weapons,Axe,weapon_axe,,starteraxe,weapon_axe_starteraxe.png,src/assets/Items/Axes/weapon_axe_starteraxe.png,starteraxe.png,
Axes,Weapons,Axe,weapon_axe,,steelaxe,weapon_axe_steelaxe.png,src/assets/Items/Axes/weapon_axe_steelaxe.png,steelaxe.png,
Axes,Weapons,Axe,weapon_axe,,t12axe,weapon_axe_t12axe.png,src/assets/Items/Axes/weapon_axe_t12axe.png,t12axe.png,
Axes,Weapons,Axe,weapon_axe,,t13axe,weapon_axe_t13axe.png,src/assets/Items/Axes/weapon_axe_t13axe.png,t13axe.png,
Axes,Weapons,Axe,weapon_axe,,t14axe,weapon_axe_t14axe.png,src/assets/Items/Axes/weapon_axe_t14axe.png,t14axe.png,
Axes,Weapons,Axe,weapon_axe,,t15axe,weapon_axe_t15axe.png,src/assets/Items/Axes/weapon_axe_t15axe.png,t15axe.png,
Axes,Weapons,Axe,weapon_axe,,t16axe,weapon_axe_t16axe.png,src/assets/Items/Axes/weapon_axe_t16axe.png,t16axe.png,
Axes,Weapons,Axe,weapon_axe,,templeaxe,weapon_axe_templeaxe.png,src/assets/Items/Axes/weapon_axe_templeaxe.png,templeaxe.png,
Axes,Weapons,Axe,weapon_axe,,tomahawk,weapon_axe_tomahawk.png,src/assets/Items/Axes/weapon_axe_tomahawk.png,tomahawk.png,
Axes,Weapons,Axe,weapon_axe,,valentineaxe,weapon_axe_valentineaxe.png,src/assets/Items/Axes/weapon_axe_valentineaxe.png,valentineaxe.png,
Bows,Weapons,Bow,weapon_bow,,arcadebow,weapon_bow_arcadebow.png,src/assets/Items/Bows/weapon_bow_arcadebow.png,arcadebow.png,
Bows,Weapons,Bow,weapon_bow,,bjornbow,weapon_bow_bjornbow.png,src/assets/Items/Bows/weapon_bow_bjornbow.png,bjornbow.png,
Bows,Weapons,Bow,weapon_bow,,blossombow,weapon_bow_blossombow.png,src/assets/Items/Bows/weapon_bow_blossombow.png,blossombow.png,
Bows,Weapons,Bow,weapon_bow,,bramblebane,weapon_bow_bramblebane.png,src/assets/Items/Bows/weapon_bow_bramblebane.png,bramblebane.png,
Bows,Weapons,Bow,weapon_bow,,christmasbow,weapon_bow_christmasbow.png,src/assets/Items/Bows/weapon_bow_christmasbow.png,christmasbow.png,
Bows,Weapons,Bow,weapon_bow,,christmasbow2,weapon_bow_christmasbow2.png,src/assets/Items/Bows/weapon_bow_christmasbow2.png,christmasbow2.png,
Bows,Weapons,Bow,weapon_bow,,cincobow,weapon_bow_cincobow.png,src/assets/Items/Bows/weapon_bow_cincobow.png,cincobow.png,
Bows,Weapons,Bow,weapon_bow,,compositebow,weapon_bow_compositebow.png,src/assets/Items/Bows/weapon_bow_compositebow.png,compositebow.png,
Bows,Weapons,Bow,weapon_bow,,desertbow,weapon_bow_desertbow.png,src/assets/Items/Bows/weapon_bow_desertbow.png,desertbow.png,
Bows,Weapons,Bow,weapon_bow,,dragonbow,weapon_bow_dragonbow.png,src/assets/Items/Bows/weapon_bow_dragonbow.png,dragonbow.png,
Bows,Weapons,Bow,weapon_bow,,fallbow,weapon_bow_fallbow.png,src/assets/Items/Bows/weapon_bow_fallbow.png,fallbow.png,
Bows,Weapons,Bow,weapon_bow,,forestbow,weapon_bow_forestbow.png,src/assets/Items/Bows/weapon_bow_forestbow.png,forestbow.png,
Bows,Weapons,Bow,weapon_bow,,frogbow,weapon_bow_frogbow.png,src/assets/Items/Bows/weapon_bow_frogbow.png,frogbow.png,
Bows,Weapons,Bow,weapon_bow,,goldbow,weapon_bow_goldbow.png,src/assets/Items/Bows/weapon_bow_goldbow.png,goldbow.png,
Bows,Weapons,Bow,weapon_bow,,halloweenbow,weapon_bow_halloweenbow.png,src/assets/Items/Bows/weapon_bow_halloweenbow.png,halloweenbow.png,
Bows,Weapons,Bow,weapon_bow,,hunterbow,weapon_bow_hunterbow.png,src/assets/Items/Bows/weapon_bow_hunterbow.png,hunterbow.png,
Bows,Weapons,Bow,weapon_bow,,icecreambow,weapon_bow_icecreambow.png,src/assets/Items/Bows/weapon_bow_icecreambow.png,icecreambow.png,
Bows,Weapons,Bow,weapon_bow,,lightdarkbow,weapon_bow_lightdarkbow.png,src/assets/Items/Bows/weapon_bow_lightdarkbow.png,lightdarkbow.png,
Bows,Weapons,Bow,weapon_bow,,longbow,weapon_bow_longbow.png,src/assets/Items/Bows/weapon_bow_longbow.png,longbow.png,
Bows,Weapons,Bow,weapon_bow,,lucky7bow,weapon_bow_lucky7bow.png,src/assets/Items/Bows/weapon_bow_lucky7bow.png,lucky7bow.png,
Bows,Weapons,Bow,weapon_bow,,lunarbow,weapon_bow_lunarbow.png,src/assets/Items/Bows/weapon_bow_lunarbow.png,lunarbow.png,
Bows,Weapons,Bow,weapon_bow,,mundrabow,weapon_bow_mundrabow.png,src/assets/Items/Bows/weapon_bow_mundrabow.png,mundrabow.png,
Bows,Weapons,Bow,weapon_bow,,newyearbow,weapon_bow_newyearbow.png,src/assets/Items/Bows/weapon_bow_newyearbow.png,newyearbow.png,
Bows,Weapons,Bow,weapon_bow,,newyearbow2,weapon_bow_newyearbow2.png,src/assets/Items/Bows/weapon_bow_newyearbow2.png,newyearbow2.png,
Bows,Weapons,Bow,weapon_bow,,platinumbow,weapon_bow_platinumbow.png,src/assets/Items/Bows/weapon_bow_platinumbow.png,platinumbow.png,
Bows,Weapons,Bow,weapon_bow,,riftbow,weapon_bow_riftbow.png,src/assets/Items/Bows/weapon_bow_riftbow.png,riftbow.png,
Bows,Weapons,Bow,weapon_bow,,shoprbow,weapon_bow_shoprbow.png,src/assets/Items/Bows/weapon_bow_shoprbow.png,shoprbow.png,
Bows,Weapons,Bow,weapon_bow,,shortbow,weapon_bow_shortbow.png,src/assets/Items/Bows/weapon_bow_shortbow.png,shortbow.png,
Bows,Weapons,Bow,weapon_bow,,siabow,weapon_bow_siabow.png,src/assets/Items/Bows/weapon_bow_siabow.png,siabow.png,
Bows,Weapons,Bow,weapon_bow,,spikedbow,weapon_bow_spikedbow.png,src/assets/Items/Bows/weapon_bow_spikedbow.png,spikedbow.png,
Bows,Weapons,Bow,weapon_bow,,stormrend,weapon_bow_stormrend.png,src/assets/Items/Bows/weapon_bow_stormrend.png,stormrend.png,
Bows,Weapons,Bow,weapon_bow,,strikerbow,weapon_bow_strikerbow.png,src/assets/Items/Bows/weapon_bow_strikerbow.png,strikerbow.png,
Bows,Weapons,Bow,weapon_bow,,superbow,weapon_bow_superbow.png,src/assets/Items/Bows/weapon_bow_superbow.png,superbow.png,
Bows,Weapons,Bow,weapon_bow,,t12bow,weapon_bow_t12bow.png,src/assets/Items/Bows/weapon_bow_t12bow.png,t12bow.png,
Bows,Weapons,Bow,weapon_bow,,t13bow,weapon_bow_t13bow.png,src/assets/Items/Bows/weapon_bow_t13bow.png,t13bow.png,
